Country,Sex,ageStart,ageGroup,ageLabel,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Hungary,Total,5,5-9,From 5 to 9 years,596948,581718,561430,540532,521952,503128,490926,483620,482268,480959,482221,481916,482757,485119,491078,494551,487901,474702,468472
Hungary,Total,10,10-14,From 10 to 14 years,630573,623533,619490,615479,607817,598725,584136,563878,542990,524368,505086,492790,486454,482459,479536,480470,481679,486424,488088
Hungary,Total,15,15-19,From 15 to 19 years,682250,668392,655145,644705,639389,634328,627223,623637,619849,611292,603793,589001,588428,567039,544715,522097,505193,493069,489340
Hungary,Total,20,20-24,From 20 to 24 years,844287,811727,781770,747806,715630,687696,675432,662339,653438,648596,649624,642678,625648,629365,628054,625011,614937,596660,578682
Hungary,Total,25,25-29,From 25 to 29 years,751376,785145,819200,841758,859685,846167,817494,788350,756440,726726,699967,684981,615468,609842,610086,613342,616224,620563,625537
Hungary,Total,30,30-34,From 30 to 34 years,679490,701359,715430,720745,721903,752719,788429,823346,847744,866904,851771,821901,757549,717796,677852,643097,624701,610309,606811
Hungary,Total,35,35-39,From 35 to 39 years,620954,610826,611725,631022,655544,678931,701622,717000,722964,724575,753409,789082,822767,845601,856770,834686,795163,755139,716695
Hungary,Total,40,40-44,From 40 to 44 years,757343,712813,672100,643879,625183,614227,604403,606711,627525,652737,675078,697787,717470,723156,723773,752274,789779,819308,841842
Hungary,Total,45,45-49,From 45 to 49 years,811316,826428,834138,822607,791027,738081,694902,656986,631069,613804,602997,593811,603388,625921,650776,674722,696716,710839,716419
Hungary,Total,50,50-54,From 50 to 54 years,670907,701971,725453,730791,748236,778955,792878,801484,791340,761446,710470,670216,648036,622508,604512,594398,586951,589143,611378
Hungary,Total,55,55-59,From 55 to 59 years,617607,610416,608303,613776,628001,634628,663498,686184,691922,708555,737394,751031,780868,772285,743582,695956,654689,620066,595884
Hungary,Total,60,60-64,From 60 to 64 years,525792,534244,539561,552340,558937,574521,566545,565349,570413,583454,589482,616889,656099,662745,679618,708570,725105,731374,721902
Hungary,Total,65,65-69,From 65 to 69 years,501771,491745,484613,477259,474228,473689,481023,487208,499489,506125,520321,513370,522346,529653,543890,551918,577644,597868,602578
Hungary,Total,70,70-74,From 70 to 74 years,433927,436544,433520,434853,431468,428090,419101,414849,409800,408390,409179,417170,425318,438033,446177,461150,457200,457173,463073
Hungary,Total,75,75-79,From 75 to 79 years,335281,338609,338169,334144,334298,337931,340039,339693,342456,341775,340238,334896,329942,328524,329612,332869,340804,347900,358383
Hungary,Total,80,80-84,From 80 to 84 years,130307,151693,176874,201259,221466,224569,226634,227845,225783,228050,231923,235940,232802,235859,237345,237920,235431,235120,234296
Hungary,Total,85,85,85 years or over,129788,126389,118739,111730,105630,113320,123915,135523,146367,155938,161822,169759,165506,169606,174787,180375,185500,190165,193635
Ireland,Females,1,1-4,From 1 to 4 years,128163,131827,134890,138072,141256,144143,147028,150208,157105,163728,170312,176061,175458,174008,170527,166843,162675,159381,156110
Ireland,Females,5,5-9,From 5 to 9 years,130529,128699,128211,130188,133026,135637,139366,144136,148755,151052,151668,152513,158130,161995,166117,169778,173174,175909,174953
Ireland,Females,10,10-14,From 10 to 14 years,144414,142136,140086,137887,135851,134618,133661,134309,136985,140330,143131,145673,148079,149517,151154,153090,155098,157499,160595
Ireland,Females,15,15-19,From 15 to 19 years,161553,157251,153623,149815,146464,143635,143104,143536,145426,144395,141744,137064,137036,138130,140649,143416,146199,150110,153733
Ireland,Females,20,20-24,From 20 to 24 years,153424,156426,161551,165992,167660,169096,170674,181050,186262,182340,171301,155071,145059,140091,137506,136121,135231,135799,139960
Ireland,Females,25,25-29,From 25 to 29 years,142320,148069,154854,158259,161569,168919,180567,194184,201913,202393,199200,194814,180552,169816,160873,156041,152429,149366,145658
Ireland,Females,30,30-34,From 30 to 34 years,139521,143316,150328,156480,162005,166114,170598,175457,181111,185401,188752,194484,200126,200749,198500,193376,188830,183454,176041
Ireland,Females,35,35-39,From 35 to 39 years,141074,143440,145761,148324,150534,153528,157248,162409,169183,174705,177430,179745,182484,183735,187054,191499,196461,201367,203531
Ireland,Females,40,40-44,From 40 to 44 years,130176,133673,136169,139373,142715,146185,149129,152253,155323,156911,158500,161790,165774,169348,173174,177369,178949,182510,185203
Ireland,Females,45,45-49,From 45 to 49 years,118717,120938,123842,126245,128878,131816,135174,139140,142907,146669,149973,152127,154368,155564,156207,158193,161582,165734,169570
Ireland,Females,50,50-54,From 50 to 54 years,109908,112258,113875,116001,117640,119622,121445,124918,127791,130092,132765,135902,139140,141506,144883,148100,150375,152388,153986
Ireland,Females,55,55-59,From 55 to 59 years,85306,90389,96057,100572,104472,108444,110460,112189,114630,116671,118634,120839,123650,125490,127849,130554,134107,137293,139980
Ireland,Females,60,60-64,From 60 to 64 years,74431,75590,76474,78882,81574,84581,88612,93187,97731,101749,105575,107692,109141,111293,113040,115203,117857,120901,123288
Ireland,Females,65,65-69,From 65 to 69 years,65982,66595,67830,68799,69883,71328,71678,71997,74586,77777,81083,85286,89904,94023,97855,101412,103933,105901,108286
Ireland,Females,70,70-74,From 70 to 74 years,61132,60836,60499,60585,61001,61549,61844,62364,63314,64460,65729,66789,68164,70627,73226,76454,80312,85117,89250
Ireland,Females,75,75-79,From 75 to 79 years,52007,52077,52356,52298,52203,52216,51865,51679,51933,52674,53443,54510,55857,56748,58092,59321,60639,61553,63461
Ireland,Females,80,80-84,From 80 to 84 years,34669,35649,36413,37889,38973,39582,39726,40389,40529,40570,40765,41152,41817,42392,43266,44320,45196,46565,47549
Ireland,Females,85,85,85 years or over,27375,28032,28978,29303,29985,31309,32528,33923,35527,36747,38449,39943,40549,41285,42030,43195,44098,45618,47015
Ireland,Males,1,1-4,From 1 to 4 years,136403,139633,141641,144583,147851,150927,153951,158233,165050,171417,178133,184043,182694,180777,177242,173576,170459,167183,163758
Ireland,Males,5,5-9,From 5 to 9 years,137141,135766,135788,137329,140335,143555,147185,150924,155120,157391,158962,160371,165589,169798,174011,177630,180507,183247,182116
Ireland,Males,10,10-14,From 10 to 14 years,151997,149598,146841,144807,143208,142182,140973,141591,144388,148193,151069,153437,155885,156834,157964,160489,162591,165236,168916
Ireland,Males,15,15-19,From 15 to 19 years,170104,165404,161373,157009,153504,150536,149738,147769,149007,150086,148194,144936,144056,145510,148461,151089,153801,157108,159558
Ireland,Males,20,20-24,From 20 to 24 years,156458,159726,164094,166576,167904,169536,173354,184609,186750,176709,163987,150981,143237,140392,139616,139870,138765,140409,145176
Ireland,Males,25,25-29,From 25 to 29 years,144637,149893,154867,157964,161853,171340,185009,199456,204090,199926,191173,180676,166364,156853,148881,144504,144916,144336,144229
Ireland,Males,30,30-34,From 30 to 34 years,136601,142546,150341,156731,160859,166998,174862,182512,186213,187688,187878,192639,193828,191381,186521,179055,173594,167872,161910
Ireland,Males,35,35-39,From 35 to 39 years,137454,140422,143690,146720,151164,156439,161898,169190,175949,179553,180165,181128,182167,182628,183487,185986,189560,191928,192309
Ireland,Males,40,40-44,From 40 to 44 years,129147,132149,134718,138004,141572,145912,149965,153756,156744,158886,161221,165109,167466,170281,172275,174532,176793,179653,181935
Ireland,Males,45,45-49,From 45 to 49 years,119262,121759,124335,126386,128955,132052,136119,140227,143633,147011,149536,151213,152603,153855,155718,157866,161492,164907,169000
Ireland,Males,50,50-54,From 50 to 54 years,113190,115159,116316,118013,119692,122194,123606,126580,128892,131025,133062,135723,137650,140302,142734,145386,147285,149287,151211
Ireland,Males,55,55-59,From 55 to 59 years,87433,92541,98370,103668,107583,111098,112969,114674,116691,118285,119942,121374,123375,124661,126693,128639,132142,135175,137528
Ireland,Males,60,60-64,From 60 to 64 years,74208,75644,77153,79882,82983,85982,89968,94763,99728,103903,106805,108611,109861,111191,112476,114561,116895,119814,121490
Ireland,Males,65,65-69,From 65 to 69 years,63186,63816,64964,65791,66946,68665,69791,71385,73753,77089,80578,84597,89352,93700,97680,100585,102670,104533,106432
Ireland,Males,70,70-74,From 70 to 74 years,50132,50882,51562,52807,54238,55405,55794,56598,57764,59342,61175,62732,64312,66781,69706,72771,77188,82095,86211
Ireland,Males,75,75-79,From 75 to 79 years,36931,37025,37299,37290,37676,38525,39407,40550,42003,43493,44609,45750,47405,48790,50138,51960,53204,54779,57023
Ireland,Males,80,80-84,From 80 to 84 years,20859,21525,22137,23093,23779,24184,24358,24901,25249,26072,26960,27790,29271,30556,32239,33667,34750,36045,37339
Ireland,Males,85,85,85 years or over,11721,12094,12416,12574,13060,13820,14502,15072,15730,16589,17525,18316,18884,19172,20008,21176,22529,24311,26082
Ireland,Total,1,1-4,From 1 to 4 years,264566,271460,276531,282655,289107,295070,300979,308441,322155,335145,348445,360104,358152,354785,347769,340419,333134,326564,319868
Ireland,Total,5,5-9,From 5 to 9 years,267670,264465,263999,267517,273361,279192,286551,295060,303875,308443,310630,312884,323719,331793,340128,347408,353681,359156,357069
Ireland,Total,10,10-14,From 10 to 14 years,296411,291734,286927,282694,279059,276800,274634,275900,281373,288523,294200,299110,303964,306351,309118,313579,317689,322735,329511
Ireland,Total,15,15-19,From 15 to 19 years,331657,322655,314996,306824,299968,294171,292842,291305,294433,294481,289938,282000,281092,283640,289110,294505,3e+05,307218,313291
Ireland,Total,20,20-24,From 20 to 24 years,309882,316152,325645,332568,335564,338632,344028,365659,373012,359049,335288,306052,288296,280483,277122,275991,273996,276208,285136
Ireland,Total,25,25-29,From 25 to 29 years,286957,297962,309721,316223,323422,340259,365576,393640,406003,402319,390373,375490,346916,326669,309754,300545,297345,293702,289887
Ireland,Total,30,30-34,From 30 to 34 years,276122,285862,300669,313211,322864,333112,345460,357969,367324,373089,376630,387123,393954,392130,385021,372431,362424,351326,337951
Ireland,Total,35,35-39,From 35 to 39 years,278528,283862,289451,295044,301698,309967,319146,331599,345132,354258,357595,360873,364651,366363,370541,377485,386021,393295,395840
Ireland,Total,40,40-44,From 40 to 44 years,259323,265822,270887,277377,284287,292097,299094,306009,312067,315797,319721,326899,333240,339629,345449,351901,355742,362163,367138
Ireland,Total,45,45-49,From 45 to 49 years,237979,242697,248177,252631,257833,263868,271293,279367,286540,293680,299509,303340,306971,309419,311925,316059,323074,330641,338570
Ireland,Total,50,50-54,From 50 to 54 years,223098,227417,230191,234014,237332,241816,245051,251498,256683,261117,265827,271625,276790,281808,287617,293486,297660,301675,305197
Ireland,Total,55,55-59,From 55 to 59 years,172739,182930,194427,204240,212055,219542,223429,226863,231321,234956,238576,242213,247025,250151,254542,259193,266249,272468,277508
Ireland,Total,60,60-64,From 60 to 64 years,148639,151234,153627,158764,164557,170563,178580,187950,197459,205652,212380,216303,219002,222484,225516,229764,234752,240715,244778
Ireland,Total,65,65-69,From 65 to 69 years,129168,130411,132794,134590,136829,139993,141469,143382,148339,154866,161661,169883,179256,187723,195535,201997,206603,210434,214718
Ireland,Total,70,70-74,From 70 to 74 years,111264,111718,112061,113392,115239,116954,117638,118962,121078,123802,126904,129521,132476,137408,142932,149225,157500,167212,175461
Ireland,Total,75,75-79,From 75 to 79 years,88938,89102,89655,89588,89879,90741,91272,92229,93936,96167,98052,100260,103262,105538,108230,111281,113843,116332,120484
Ireland,Total,80,80-84,From 80 to 84 years,55528,57174,58550,60982,62752,63766,64084,65290,65778,66642,67725,68942,71088,72948,75505,77987,79946,82610,84888
Ireland,Total,85,85,85 years or over,39096,40126,41394,41877,43045,45129,47030,48995,51257,53336,55974,58259,59433,60457,62038,64371,66627,69929,73097
Italy,Females,1,1-4,From 1 to 4 years,1276104,1277357,1272698,1288117,1303491,1321191,1328954,1338946,1350199,1361580,1359573,1353479,1340289,1331465,1322850,1288967,1250442,1215815,1181740
Italy,Females,5,5-9,From 5 to 9 years,1336293,1318867,1299622,1283601,1280970,1290525,1304955,1313926,1329165,1341839,1351433,1349760,1354896,1366175,1392201,1390650,1385255,1371096,1351543
Italy,Females,10,10-14,From 10 to 14 years,1351739,1355224,1367258,1381225,1374619,1365554,1351447,1339644,1330194,1331654,1338280,1350317,1355062,1360775,1384936,1390055,1384866,1385602,1389291
Italy,Females,15,15-19,From 15 to 19 years,1499300,1471651,1439101,1399752,1386441,1381472,1386781,1398422,1419501,1419861,1413576,1398736,1383311,1370281,1384369,1384180,1391122,1392714,1393182
Italy,Females,20,20-24,From 20 to 24 years,1824891,1740679,1674263,1620654,1582301,1547898,1515172,1481059,1471513,1479866,1481497,1490294,1503627,1509911,1520141,1501196,1472791,1449788,1429282
Italy,Females,25,25-29,From 25 to 29 years,2182636,2153517,2097835,2037657,1995747,1926053,1847225,1776969,1746644,1709804,1675807,1655403,1642586,1615138,1636291,1623368,1607399,1595508,1587513
Italy,Females,30,30-34,From 30 to 34 years,2303755,2276497,2257014,2253419,2265471,2263843,2250276,2206505,2173135,2120315,2036265,1956682,1897994,1852542,1834588,1797049,1761403,1720077,1682623
Italy,Females,35,35-39,From 35 to 39 years,2229669,2278742,2313441,2337627,2364975,2368001,2352878,2340116,2351117,2351310,2341580,2327831,2281818,2238876,2215068,2125262,2037299,1961654,1901851
Italy,Females,40,40-44,From 40 to 44 years,1974253,2008798,2053544,2105912,2185038,2267449,2324197,2368557,2412383,2437275,2433921,2425295,2405567,2404363,2442589,2425750,2399975,2349678,2287490
Italy,Females,45,45-49,From 45 to 49 years,1879171,1875593,1891433,1914746,1958832,2000207,2042506,2091998,2158522,2231962,2310815,2376039,2408448,2449864,2518270,2509013,2490023,2475800,2456697
Italy,Females,50,50-54,From 50 to 54 years,1921951,1984724,1945988,1913842,1881752,1883766,1885748,1908946,1949118,1993106,2034334,2083816,2128769,2185081,2290819,2366292,2420239,2463229,2494684
Italy,Females,55,55-59,From 55 to 59 years,1734696,1665103,1718298,1775434,1847443,1909691,1978116,1943509,1914132,1879650,1880810,1892070,1918597,1961452,2031057,2068621,2110923,2160811,2211273
Italy,Females,60,60-64,From 60 to 64 years,1770370,1799051,1801561,1791425,1755055,1703420,1637543,1696127,1758225,1831704,1892878,1961648,1916802,1891213,1880053,1881579,1891237,1922264,1960672
Italy,Females,65,65-69,From 65 to 69 years,1679589,1662848,1650393,1657306,1685231,1718822,1750143,1755651,1742622,1707483,1657923,1595034,1648169,1713793,1803897,1862383,1927499,1893803,1863136
Italy,Females,70,70-74,From 70 to 74 years,1540212,1565629,1575932,1578935,1581270,1588230,1575403,1567636,1578748,1609553,1642041,1672877,1668699,1658373,1641059,1594096,1533451,1593558,1654401
Italy,Females,75,75-79,From 75 to 79 years,1355939,1363020,1367581,1375355,1380327,1389792,1418270,1430845,1432767,1437368,1445062,1436909,1426130,1444375,1490401,1523558,1552174,1558554,1545097
Italy,Females,80,80-84,From 80 to 84 years,668184,723720,813573,928790,1039776,1118298,1128594,1136734,1143765,1150604,1158555,1185394,1194053,1200578,1220568,1232609,1227709,1230064,1244511
Italy,Females,85,85,85 years or over,831784,863346,862922,828060,781560,786331,847429,915920,979883,1035645,1086408,1137850,1192791,1241375,1288947,1329394,1365423,1403689,1421380
Italy,Males,1,1-4,From 1 to 4 years,1348474,1349491,1342363,1358623,1375077,1394600,1404863,1417298,1431288,1442708,1441114,1433001,1411854,1405676,1401256,1363878,1322506,1285640,1249919
Italy,Males,5,5-9,From 5 to 9 years,1409104,1391810,1371004,1355639,1355192,1365748,1381832,1390910,1406782,1419895,1430907,1430608,1430837,1444764,1477663,1475502,1469465,1453249,1432161
Italy,Males,10,10-14,From 10 to 14 years,1423101,1428909,1443485,1456506,1449142,1441502,1428982,1417283,1409544,1413807,1421423,1435035,1432279,1439483,1469227,1474070,1469325,1471182,1475522
Italy,Males,15,15-19,From 15 to 19 years,1569215,1541928,1511780,1473541,1462286,1457870,1466063,1480136,1502467,1502903,1499680,1487573,1466911,1454180,1478158,1479758,1490426,1496090,1504897
Italy,Males,20,20-24,From 20 to 24 years,1876755,1793830,1728203,1672441,1641009,1609927,1569558,1531930,1523428,1533894,1536484,1547963,1565202,1576925,1594572,1581438,1563396,1556761,1557238
Italy,Males,25,25-29,From 25 to 29 years,2219732,2186334,2127800,2062926,2027389,1963745,1876412,1794281,1755857,1716071,1680840,1658118,1657251,1636492,1666824,1659045,1653304,1654258,1661411
Italy,Males,30,30-34,From 30 to 34 years,2331482,2303287,2280771,2274400,2292008,2300458,2284335,2234433,2190461,2129907,2033346,1946590,1895359,1850736,1847588,1814846,1776419,1742861,1712078
Italy,Males,35,35-39,From 35 to 39 years,2227522,2280431,2320890,2350655,2377034,2381751,2364481,2348016,2353520,2347432,2330573,2307687,2274100,2230069,2217820,2128546,2043171,1969070,1911532
Italy,Males,40,40-44,From 40 to 44 years,1959258,1994052,2039357,2093433,2166689,2252155,2316403,2365354,2405004,2424904,2412538,2392699,2376572,2379519,2422410,2406035,2380558,2335028,2272240
Italy,Males,45,45-49,From 45 to 49 years,1836943,1834621,1854206,1883983,1920785,1963441,2007010,2056962,2115127,2181678,2257434,2316811,2354182,2398964,2474478,2462839,2441662,2425228,2410831
Italy,Males,50,50-54,From 50 to 54 years,1870836,1929210,1888542,1855999,1820380,1817654,1822075,1848069,1884088,1918397,1955035,1994452,2032850,2090130,2200750,2279502,2337449,2386722,2418760
Italy,Males,55,55-59,From 55 to 59 years,1636037,1575083,1632223,1696523,1768741,1828462,1892700,1857332,1824140,1788578,1783650,1787615,1805678,1845340,1912762,1950421,1990139,2038234,2088029
Italy,Males,60,60-64,From 60 to 64 years,1620031,1648409,1652904,1645256,1613289,1569645,1515400,1578707,1644263,1715956,1772563,1833876,1782544,1755984,1750986,1748676,1755003,1782536,1817151
Italy,Males,65,65-69,From 65 to 69 years,1434120,1429559,1426675,1444117,1477495,1515996,1549556,1559595,1552002,1523948,1484219,1433917,1484716,1552958,1643894,1698988,1757419,1725034,1694005
Italy,Males,70,70-74,From 70 to 74 years,1183705,1214180,1232977,1243113,1256692,1273299,1275775,1280169,1302004,1338760,1377263,1411746,1410970,1408967,1403070,1368178,1322775,1384021,1445309
Italy,Males,75,75-79,From 75 to 79 years,885466,897823,910228,931355,949229,967873,1000628,1022092,1031827,1048646,1066455,1075018,1075853,1104466,1155195,1194422,1227379,1240926,1235415
Italy,Males,80,80-84,From 80 to 84 years,372174,406707,454484,510775,565983,612945,631831,649486,672362,689868,706537,734016,749739,766837,793336,814445,826785,840924,864324
Italy,Males,85,85,85 years or over,359033,370662,367158,349364,327181,327139,350673,380181,407078,432655,459324,488531,519702,548107,574575,601001,629140,657977,676785
Italy,Total,1,1-4,From 1 to 4 years,2624578,2626848,2615061,2646740,2678568,2715791,2733817,2756244,2781487,2804288,2800687,2786480,2752143,2737141,2724106,2652845,2572948,2501455,2431659
Italy,Total,5,5-9,From 5 to 9 years,2745397,2710677,2670626,2639240,2636162,2656273,2686787,2704836,2735947,2761734,2782340,2780368,2785733,2810939,2869864,2866152,2854720,2824345,2783704
Italy,Total,10,10-14,From 10 to 14 years,2774840,2784133,2810743,2837731,2823761,2807056,2780429,2756927,2739738,2745461,2759703,2785352,2787341,2800258,2854163,2864125,2854191,2856784,2864813
Italy,Total,15,15-19,From 15 to 19 years,3068515,3013579,2950881,2873293,2848727,2839342,2852844,2878558,2921968,2922764,2913256,2886309,2850222,2824461,2862527,2863938,2881548,2888804,2898079
Italy,Total,20,20-24,From 20 to 24 years,3701646,3534509,3402466,3293095,3223310,3157825,3084730,3012989,2994941,3013760,3017981,3038257,3068829,3086836,3114713,3082634,3036187,3006549,2986520
Italy,Total,25,25-29,From 25 to 29 years,4402368,4339851,4225635,4100583,4023136,3889798,3723637,3571250,3502501,3425875,3356647,3313521,3299837,3251630,3303115,3282413,3260703,3249766,3248924
Italy,Total,30,30-34,From 30 to 34 years,4635237,4579784,4537785,4527819,4557479,4564301,4534611,4440938,4363596,4250222,4069611,3903272,3793353,3703278,3682176,3611895,3537822,3462938,3394701
Italy,Total,35,35-39,From 35 to 39 years,4457191,4559173,4634331,4688282,4742009,4749752,4717359,4688132,4704637,4698742,4672153,4635518,4555918,4468945,4432888,4253808,4080470,3930724,3813383
Italy,Total,40,40-44,From 40 to 44 years,3933511,4002850,4092901,4199345,4351727,4519604,4640600,4733911,4817387,4862179,4846459,4817994,4782139,4783882,4864999,4831785,4780533,4684706,4559730
Italy,Total,45,45-49,From 45 to 49 years,3716114,3710214,3745639,3798729,3879617,3963648,4049516,4148960,4273649,4413640,4568249,4692850,4762630,4848828,4992748,4971852,4931685,4901028,4867528
Italy,Total,50,50-54,From 50 to 54 years,3792787,3913934,3834530,3769841,3702132,3701420,3707823,3757015,3833206,3911503,3989369,4078268,4161619,4275211,4491569,4645794,4757688,4849951,4913444
Italy,Total,55,55-59,From 55 to 59 years,3370733,3240186,3350521,3471957,3616184,3738153,3870816,3800841,3738272,3668228,3664460,3679685,3724275,3806792,3943819,4019042,4101062,4199045,4299302
Italy,Total,60,60-64,From 60 to 64 years,3390401,3447460,3454465,3436681,3368344,3273065,3152943,3274834,3402488,3547660,3665441,3795524,3699346,3647197,3631039,3630255,3646240,3704800,3777823
Italy,Total,65,65-69,From 65 to 69 years,3113709,3092407,3077068,3101423,3162726,3234818,3299699,3315246,3294624,3231431,3142142,3028951,3132885,3266751,3447791,3561371,3684918,3618837,3557141
Italy,Total,70,70-74,From 70 to 74 years,2723917,2779809,2808909,2822048,2837962,2861529,2851178,2847805,2880752,2948313,3019304,3084623,3079669,3067340,3044129,2962274,2856226,2977579,3099710
Italy,Total,75,75-79,From 75 to 79 years,2241405,2260843,2277809,2306710,2329556,2357665,2418898,2452937,2464594,2486014,2511517,2511927,2501983,2548841,2645596,2717980,2779553,2799480,2780512
Italy,Total,80,80-84,From 80 to 84 years,1040358,1130427,1268057,1439565,1605759,1731243,1760425,1786220,1816127,1840472,1865092,1919410,1943792,1967415,2013904,2047054,2054494,2070988,2108835
Italy,Total,85,85,85 years or over,1190817,1234008,1230080,1177424,1108741,1113470,1198102,1296101,1386961,1468300,1545732,1626381,1712493,1789482,1863522,1930395,1994563,2061666,2098165
Latvia,Females,1,1-4,From 1 to 4 years,46589,46182,46402,47244,48367,48909,49588,51005,52852,54433,54656,52826,50894,49203,48157,48581,50115,51572,51927
Latvia,Females,5,5-9,From 5 to 9 years,71273,64166,57596,51584,48035,45929,45542,45656,46346,47255,47312,47228,48048,49300,50646,51484,50636,49487,48404
Latvia,Females,10,10-14,From 10 to 14 years,91238,89507,85729,81726,76035,69822,62937,56640,50769,46959,44635,43780,43577,43955,44700,44886,45136,46178,47594
Latvia,Females,15,15-19,From 15 to 19 years,87257,88341,89968,91319,90345,88688,87138,83819,79729,73768,66903,59818,53864,48431,44518,42522,41994,41948,42491
Latvia,Females,20,20-24,From 20 to 24 years,79573,78738,78489,79388,81322,82722,83279,84428,85541,83844,79907,76307,72765,69753,65206,60594,55017,49778,44971
Latvia,Females,25,25-29,From 25 to 29 years,81816,80857,78826,77759,76644,75263,74034,73352,73763,74373,73832,72529,72595,72943,71719,70313,69091,66722,63823
Latvia,Females,30,30-34,From 30 to 34 years,80280,80588,80409,79955,79265,78332,77267,75342,74005,72229,69853,67216,65687,65390,65794,66407,66988,67752,68269
Latvia,Females,35,35-39,From 35 to 39 years,90647,86583,83046,80470,78533,76930,77115,77070,76616,75529,74185,72154,69949,68144,66298,64791,63463,62435,62091
Latvia,Females,40,40-44,From 40 to 44 years,90978,91400,91524,91088,89220,86451,82637,79686,77137,74983,73078,72695,72406,71820,70851,70049,68868,67002,65447
Latvia,Females,45,45-49,From 45 to 49 years,82637,82946,82905,84064,85831,86437,87118,87600,86948,84858,82049,78141,75062,72654,70841,69573,69529,69284,68797
Latvia,Females,50,50-54,From 50 to 54 years,76237,78456,79859,80393,79121,78042,78679,78988,79866,81399,81909,82148,82429,81831,80335,78170,74667,71937,69692
Latvia,Females,55,55-59,From 55 to 59 years,80253,74843,70258,68583,69152,71714,73904,75926,76293,75090,73921,74277,74242,75098,76895,77823,78509,78888,78545
Latvia,Females,60,60-64,From 60 to 64 years,85309,86075,86339,83984,80079,75480,70671,66327,64634,65198,67670,69621,71433,71864,70929,70010,70529,70804,71699
Latvia,Females,65,65-69,From 65 to 69 years,74200,72628,72678,73614,75620,77969,79172,79741,77807,74373,70263,65686,61632,59991,60593,63150,65230,67017,67530
Latvia,Females,70,70-74,From 70 to 74 years,70878,70246,68905,68400,66486,64969,63839,64263,65291,67258,69853,71052,71606,70188,67202,63605,59545,55967,54535
Latvia,Females,75,75-79,From 75 to 79 years,49613,53116,55358,56437,57026,56798,56932,56345,56101,54732,53675,53096,53669,54921,56978,59572,60904,61534,60460
Latvia,Females,80,80-84,From 80 to 84 years,22931,23414,25418,28804,31600,34118,36803,38779,39750,40697,40870,41223,41292,41376,40619,40069,39866,40723,42209
Latvia,Females,85,85,85 years or over,23118,22334,20999,19751,19374,19042,19161,20082,21321,23208,25002,26869,28851,30383,32142,33290,34571,35405,36254
Latvia,Males,1,1-4,From 1 to 4 years,49350,48764,48538,49193,50684,51329,52109,53582,55456,56845,56771,55043,53431,52068,50938,51805,53509,55401,55798
Latvia,Males,5,5-9,From 5 to 9 years,74042,66872,60309,54436,50902,48740,48039,47666,48132,49381,49597,49637,50674,51940,53083,53758,53207,52147,51395
Latvia,Males,10,10-14,From 10 to 14 years,95590,93243,89323,85140,78619,72028,65367,59263,53519,49710,47323,46029,45538,45850,46860,47206,47657,48802,50173
Latvia,Males,15,15-19,From 15 to 19 years,90857,92065,93356,94459,93922,92589,90492,87114,82777,76265,69322,62547,56702,51202,47317,45272,44287,43851,44343
Latvia,Males,20,20-24,From 20 to 24 years,81952,81467,80907,81989,84271,85890,87113,88705,89979,87950,83590,79399,76599,73861,69017,63909,58315,52732,48018
Latvia,Males,25,25-29,From 25 to 29 years,83182,82443,80504,79078,78139,76877,76231,75988,77252,78036,76996,75437,75725,76422,75305,74489,73089,70433,67891
Latvia,Males,30,30-34,From 30 to 34 years,78995,79155,78829,78777,78425,78118,77442,76348,75310,73299,70400,67828,66666,66959,68307,69454,70248,70883,71537
Latvia,Males,35,35-39,From 35 to 39 years,86212,82981,79798,77085,75430,74238,74467,74688,75346,74254,72864,70819,68949,67280,65705,64336,63373,62589,62924
Latvia,Males,40,40-44,From 40 to 44 years,84366,84778,85146,84049,82190,80042,77308,74866,72871,71123,69451,68427,68263,68370,67661,67454,66721,65103,63491
Latvia,Males,45,45-49,From 45 to 49 years,72816,72971,72860,74266,76231,77064,77918,78926,78392,76313,74009,70880,68362,66577,65271,64561,64393,64266,64411
Latvia,Males,50,50-54,From 50 to 54 years,63443,65457,66513,66593,65627,65070,65600,66096,67739,69641,70320,70695,71476,71159,69665,68443,66203,63918,62193
Latvia,Males,55,55-59,From 55 to 59 years,62255,58059,54174,53245,53773,55510,57497,59032,59161,58360,57936,58427,58801,60457,62715,63999,64872,65686,65401
Latvia,Males,60,60-64,From 60 to 64 years,61252,61325,61415,59336,56608,53171,49642,46509,45702,46268,47838,49557,51130,51510,51120,51131,51956,52609,54198
Latvia,Males,65,65-69,From 65 to 69 years,46718,45464,45050,45807,47393,48939,49442,49960,48548,46368,43586,40836,38217,37821,38658,40349,42187,43615,44025
Latvia,Males,70,70-74,From 70 to 74 years,34941,36566,37597,37162,36118,34820,34047,33935,34702,36065,37704,38268,38856,37981,36487,34418,32326,30274,30195
Latvia,Males,75,75-79,From 75 to 79 years,16876,17579,18099,20236,21911,23329,24540,25563,25213,24653,23844,23504,23734,24701,25937,27367,27979,28599,27829
Latvia,Males,80,80-84,From 80 to 84 years,7568,7780,8287,8735,9135,9534,9986,10397,11687,12673,13721,14587,15247,15229,15089,14683,14745,15115,15902
Latvia,Males,85,85,85 years or over,6473,5995,5543,5241,5087,4821,4818,5153,5255,5444,5659,6019,6442,7193,7910,8573,9232,9660,9917
