Country,Sex,ageStart,ageGroup,ageLabel,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Denmark,Males,45,45-49,From 45 to 49 years,185337,185254,186444,187002,186762,187173,188383,189246,191945,196710,202547,207446,213892,216186,213715,209022,203825,198807,196926
Denmark,Males,50,50-54,From 50 to 54 years,202690,197201,189430,183860,181654,180774,180658,181838,182476,182722,183347,184704,185721,188334,192922,199100,204442,211581,214363
Denmark,Males,55,55-59,From 55 to 59 years,168075,179323,190974,197093,198814,195417,190175,182743,177408,175483,174619,174659,175856,176463,176808,177815,179791,181180,183854
Denmark,Males,60,60-64,From 60 to 64 years,127627,131396,134979,141450,148558,158478,169314,180609,186572,188546,185458,180466,173745,168916,167057,166416,166766,168133,169081
Denmark,Males,65,65-69,From 65 to 69 years,103340,104468,106702,109522,113201,116440,120092,123532,129860,136581,146029,156375,167090,173062,175249,172808,168573,162414,158023
Denmark,Males,70,70-74,From 70 to 74 years,87826,87596,87180,87211,87021,88207,89790,92336,95330,99024,102280,105875,109338,115434,121985,130931,140598,150619,156330
Denmark,Males,75,75-79,From 75 to 79 years,69168,68338,67995,67975,68384,68065,68335,68331,68902,69357,70678,72547,75138,78170,81870,85272,89001,92600,98169
Denmark,Males,80,80-84,From 80 to 84 years,40874,42500,43393,43879,44242,45263,45305,45710,46043,46939,47218,47614,48153,48916,49641,51232,53210,55736,58646
Denmark,Males,85,85,85 years or over,27997,28311,28580,28630,29004,29272,30368,31354,32066,32686,33542,34373,35484,36370,37439,38575,39364,40366,41295
Denmark,Total,1,1-4,From 1 to 4 years,340593,337437,335507,332056,330377,328056,325152,324883,325606,326932,326067,325495,319203,312956,303782,298368,294748,298063,300798
Denmark,Total,5,5-9,From 5 to 9 years,341804,348052,351253,350742,348880,344062,339815,336216,332439,331075,329874,327867,328548,329520,331146,330947,332625,328443,322681
Denmark,Total,10,10-14,From 10 to 14 years,298751,308880,318443,330248,338321,346028,350912,353054,351872,350079,345377,341725,338707,335120,333742,333332,332901,335062,337091
Denmark,Total,15,15-19,From 15 to 19 years,281333,278947,282552,286766,295094,304582,314213,322821,334263,342927,350928,356466,359125,358224,356746,352904,350964,349350,345980
Denmark,Total,20,20-24,From 20 to 24 years,339787,326349,315966,308389,298461,292541,291367,296255,303797,315695,326535,337459,347475,359625,368274,377040,386749,391322,391572
Denmark,Total,25,25-29,From 25 to 29 years,383401,384849,377237,365296,356967,345714,333422,323822,319723,315123,310970,311548,316190,322222,333707,346358,361983,374117,386777
Denmark,Total,30,30-34,From 30 to 34 years,414200,402255,390899,386495,384040,384180,385137,377378,367679,362079,353369,342593,333621,328063,321890,319869,323168,330546,337657
Denmark,Total,35,35-39,From 35 to 39 years,403244,413284,425955,430358,424425,413926,401642,390216,386883,386227,387393,389788,382415,371971,365935,358865,350425,343423,339008
Denmark,Total,40,40-44,From 40 to 44 years,373592,376238,378117,382517,391155,401736,411295,423990,428922,424392,414573,403306,392184,388543,387330,389604,393520,387871,378255
Denmark,Total,45,45-49,From 45 to 49 years,366867,366152,368729,369512,369168,369893,372440,374298,379282,388735,399835,409904,422591,427351,422425,413604,403639,393841,391089
Denmark,Total,50,50-54,From 50 to 54 years,400776,391019,376257,365607,361392,359801,359116,361741,362757,363110,364297,367225,369277,374370,383496,395097,405774,419493,425011
Denmark,Total,55,55-59,From 55 to 59 years,335048,356683,379138,391626,395011,388976,379669,365498,355236,351519,350004,349543,352243,353381,354046,355781,359474,362210,367613
Denmark,Total,60,60-64,From 60 to 64 years,260222,267123,273717,285544,299771,319407,340252,362167,374291,378062,372657,363928,350853,341481,337982,336817,336859,339856,341595
Denmark,Total,65,65-69,From 65 to 69 years,218504,219982,223823,228858,235749,241285,248267,254765,266478,280068,298841,318797,339865,352035,356312,351880,344348,332296,323628
Denmark,Total,70,70-74,From 70 to 74 years,194795,193067,191428,191041,189903,191775,194127,198552,204027,211089,216868,223846,230590,241994,255367,273446,292443,312288,324093
Denmark,Total,75,75-79,From 75 to 79 years,168266,165261,162751,161463,160561,158572,157804,156917,157496,157483,159640,162633,167266,173089,180164,186394,193873,200867,211648
Denmark,Total,80,80-84,From 80 to 84 years,111204,115163,117593,118199,118901,120750,119535,118656,118196,118400,117547,117189,117322,118170,119026,121930,125369,130127,135926
Denmark,Total,85,85,85 years or over,97633,98471,98989,98790,99464,100121,103294,105855,106844,108456,109963,111316,113041,114513,115865,117479,118389,119594,120768
Estonia,Females,1,1-4,From 1 to 4 years,30570,30340,30120,30620,31260,32010,32580,33520,34750,36090,37070,37910,37947,37046,35897,35139,34405,34109,33933
Estonia,Females,5,5-9,From 5 to 9 years,39920,36750,34540,32260,31000,30210,29900,29560,29990,30610,31340,31920,32942,34152,35392,36254,37269,37430,36918
Estonia,Females,10,10-14,From 10 to 14 years,50450,49940,48490,46350,42860,39350,36220,33970,31640,30330,29540,29260,28896,29258,29823,30595,31310,32410,33691
Estonia,Females,15,15-19,From 15 to 19 years,49420,49450,49410,49650,49730,49600,49030,47540,45500,42160,38740,35660,33442,31129,29852,29329,29062,28816,29265
Estonia,Females,20,20-24,From 20 to 24 years,47760,47700,47480,47500,47920,48280,48120,48080,48450,48710,48780,48330,46718,44573,41306,39069,36274,34376,32464
Estonia,Females,25,25-29,From 25 to 29 years,49020,48320,47790,47400,47120,46610,46290,45810,45800,46130,46580,46550,46525,46902,47200,47672,47371,46047,44549
Estonia,Females,30,30-34,From 30 to 34 years,46660,47080,47820,48420,48270,47980,47080,46350,45780,45490,44920,44610,44198,44196,44580,45243,45658,46045,46744
Estonia,Females,35,35-39,From 35 to 39 years,51160,49530,47620,46260,45750,45580,45860,46410,46940,46830,46500,45760,45099,44536,44228,43874,43888,43755,44045
Estonia,Females,40,40-44,From 40 to 44 years,52840,52550,52570,52090,51040,49860,48170,46200,44850,44400,44220,44570,45247,45704,45584,45386,44874,44538,44248
Estonia,Females,45,45-49,From 45 to 49 years,51280,51790,51560,51400,51550,51400,51020,50940,50350,49370,48310,46680,44885,43639,43137,42940,43499,44308,45053
Estonia,Females,50,50-54,From 50 to 54 years,47060,49320,50180,50440,50100,49670,50110,49810,49670,49850,49660,49420,49414,48897,47982,46642,45243,43622,42678
Estonia,Females,55,55-59,From 55 to 59 years,43080,40670,39010,39780,42320,45260,47480,48370,48640,48360,48020,48500,48350,48211,48340,47912,47800,47827,47508
Estonia,Females,60,60-64,From 60 to 64 years,48670,48710,49350,47190,43880,40940,38740,37220,38040,40540,43390,45650,46709,47065,46821,46606,47047,46886,46963
Estonia,Females,65,65-69,From 65 to 69 years,43140,42330,42070,42790,44070,45500,45650,46290,44410,41470,38750,36630,35264,36027,38537,41506,43836,45011,45543
Estonia,Females,70,70-74,From 70 to 74 years,40360,40590,40620,40800,39550,38530,38130,38160,38960,40330,41820,42030,42839,41190,38477,36030,34117,32962,33746
Estonia,Females,75,75-79,From 75 to 79 years,28510,30400,31550,32160,32860,33370,33900,34180,34600,33730,33050,32870,33077,34170,35498,36997,37307,38205,36837
Estonia,Females,80,80-84,From 80 to 84 years,14080,14130,15510,17300,18850,20490,22000,23000,23780,24600,25330,25970,26539,26965,26495,26010,26198,26670,27743
Estonia,Females,85,85,85 years or over,14190,14050,13520,12790,12670,12500,12490,13250,14240,15420,16470,17640,18988,20347,21751,22962,24078,25080,26121
Estonia,Males,1,1-4,From 1 to 4 years,32340,32370,32180,32400,32840,33690,34280,35410,36850,38480,39370,40150,40019,39083,37776,37010,36198,36080,36103
Estonia,Males,5,5-9,From 5 to 9 years,42610,38940,36500,34100,32600,31880,31880,31650,31830,32240,33040,33610,34787,36161,37680,38455,39323,39431,38921
Estonia,Males,10,10-14,From 10 to 14 years,54450,53930,52090,49590,45920,41810,38210,35740,33360,31930,31270,31240,31017,31119,31460,32205,32940,34149,35660
Estonia,Males,15,15-19,From 15 to 19 years,52580,52590,52420,52930,52990,53080,52630,50880,48480,45020,41010,37520,35192,32892,31459,30942,30876,30730,30908
Estonia,Males,20,20-24,From 20 to 24 years,50520,50350,50430,50120,50630,50790,50650,50430,51110,51450,51930,51670,49951,47630,44345,41430,38215,36013,34129
Estonia,Males,25,25-29,From 25 to 29 years,50690,50460,49860,49620,49190,48950,48560,48430,48050,48640,49040,49040,49078,49840,50299,51382,51769,50529,48834
Estonia,Males,30,30-34,From 30 to 34 years,46550,47150,48150,49140,49330,49060,48730,47980,47820,47470,47370,47010,46848,46485,47114,47847,48625,49228,50784
Estonia,Males,35,35-39,From 35 to 39 years,50110,48510,46940,45370,44960,44800,45350,46250,47260,47630,47540,47280,46739,46409,46040,45905,46048,46297,46742
Estonia,Males,40,40-44,From 40 to 44 years,49760,49590,49620,49490,48660,47700,46170,44640,43210,42990,43140,43960,44976,45972,46267,46037,46188,45878,46228
Estonia,Males,45,45-49,From 45 to 49 years,45990,46480,46310,46250,46570,46660,46520,46610,46490,45970,45360,44100,42900,41693,41553,41292,42355,43563,45169
Estonia,Males,50,50-54,From 50 to 54 years,39760,41720,42590,42800,42720,42480,42950,42920,42940,43370,43640,43770,44146,44243,43966,42884,41991,41056,40263
Estonia,Males,55,55-59,From 55 to 59 years,34450,32550,31180,31800,33640,36030,37830,38650,38920,38980,38910,39600,39819,40131,40624,40568,40928,41279,41770
Estonia,Males,60,60-64,From 60 to 64 years,35340,35250,35640,34350,32140,30030,28470,27440,28060,29890,32150,33870,34754,35155,35311,35603,36463,36759,37181
Estonia,Males,65,65-69,From 65 to 69 years,27960,27440,27240,27590,28260,29160,29210,29680,28700,27000,25470,24340,23678,24352,26084,28302,29973,30840,31388
Estonia,Males,70,70-74,From 70 to 74 years,20980,22200,22740,22580,22100,21470,21130,21170,21630,22320,23200,23390,24021,23498,22243,21084,20131,19800,20531
Estonia,Males,75,75-79,From 75 to 79 years,10540,11180,11830,12980,13760,14590,15450,15900,15920,15670,15390,15300,15572,16123,16775,17587,17867,18367,18058
Estonia,Males,80,80-84,From 80 to 84 years,4760,4680,5060,5530,5840,6270,6730,7220,7940,8540,9020,9580,10001,10199,10251,10123,10232,10461,10992
Estonia,Males,85,85,85 years or over,3690,3680,3520,3350,3300,3260,3180,3260,3480,3730,3950,4270,4640,5182,5672,6048,6586,7078,7423
Estonia,Total,1,1-4,From 1 to 4 years,62910,62710,62300,63020,64100,65700,66860,68930,71600,74570,76440,78060,77966,76129,73673,72149,70603,70189,70036
Estonia,Total,5,5-9,From 5 to 9 years,82530,75690,71040,66360,63600,62090,61780,61210,61820,62850,64380,65530,67729,70313,73072,74709,76592,76861,75839
Estonia,Total,10,10-14,From 10 to 14 years,104900,103870,100580,95940,88780,81160,74430,69710,65000,62260,60810,60500,59913,60377,61283,62800,64250,66559,69351
Estonia,Total,15,15-19,From 15 to 19 years,102000,102040,101830,102580,102720,102680,101660,98420,93980,87180,79750,73180,68634,64021,61311,60271,59938,59546,60173
Estonia,Total,20,20-24,From 20 to 24 years,98280,98050,97910,97620,98550,99070,98770,98510,99560,100160,100710,1e+05,96669,92203,85651,80499,74489,70389,66593
Estonia,Total,25,25-29,From 25 to 29 years,99710,98780,97650,97020,96310,95560,94850,94240,93850,94770,95620,95590,95603,96742,97499,99054,99140,96576,93383
Estonia,Total,30,30-34,From 30 to 34 years,93210,94230,95970,97560,97600,97040,95810,94330,93600,92960,92290,91620,91046,90681,91694,93090,94283,95273,97528
Estonia,Total,35,35-39,From 35 to 39 years,101270,98040,94560,91630,90710,90380,91210,92660,94200,94460,94040,93040,91838,90945,90268,89779,89936,90052,90787
Estonia,Total,40,40-44,From 40 to 44 years,102600,102140,102190,101580,99700,97560,94340,90840,88060,87390,87360,88530,90223,91676,91851,91423,91062,90416,90476
Estonia,Total,45,45-49,From 45 to 49 years,97270,98270,97870,97650,98120,98060,97540,97550,96840,95340,93670,90780,87785,85332,84690,84232,85854,87871,90222
Estonia,Total,50,50-54,From 50 to 54 years,86820,91040,92770,93240,92820,92150,93060,92730,92610,93220,93300,93190,93560,93140,91948,89526,87234,84678,82941
Estonia,Total,55,55-59,From 55 to 59 years,77530,73220,70190,71580,75960,81290,85310,87020,87560,87340,86930,88100,88169,88342,88964,88480,88728,89106,89278
Estonia,Total,60,60-64,From 60 to 64 years,84010,83960,84990,81540,76020,70970,67210,64660,66100,70430,75540,79520,81463,82220,82132,82209,83510,83645,84144
Estonia,Total,65,65-69,From 65 to 69 years,71100,69770,69310,70380,72330,74660,74860,75970,73110,68470,64220,60970,58942,60379,64621,69808,73809,75851,76931
Estonia,Total,70,70-74,From 70 to 74 years,61340,62790,63360,63380,61650,60000,59260,59330,60590,62650,65020,65420,66860,64688,60720,57114,54248,52762,54277
Estonia,Total,75,75-79,From 75 to 79 years,39050,41580,43380,45140,46620,47960,49350,50080,50520,49400,48440,48170,48649,50293,52273,54584,55174,56572,54895
Estonia,Total,80,80-84,From 80 to 84 years,18840,18810,20570,22830,24690,26760,28730,30220,31720,33140,34350,35550,36540,37164,36746,36133,36430,37131,38735
Estonia,Total,85,85,85 years or over,17880,17730,17040,16140,15970,15760,15670,16510,17720,19150,20420,21910,23628,25529,27423,29010,30664,32158,33544
Finland,Females,1,1-4,From 1 to 4 years,145763,142424,140347,138207,138217,138405,139353,140984,142701,144198,145917,147378,148096,148802,148105,146650,143799,140496,136051
Finland,Females,5,5-9,From 5 to 9 years,161544,160193,157671,154304,150392,146723,143522,141563,139786,140101,140419,141523,143394,145274,147058,148856,150313,150987,151721
Finland,Females,10,10-14,From 10 to 14 years,154552,155687,158059,161188,161788,162552,161212,158679,155424,151688,148167,145131,143320,141760,142279,142702,143863,145625,147620
Finland,Females,15,15-19,From 15 to 19 years,162210,162161,160820,157991,156377,155531,156824,159204,162465,163216,164053,162860,160535,157292,153643,150090,147120,145470,143840
Finland,Females,20,20-24,From 20 to 24 years,160460,160146,159350,159957,161772,162870,163226,162144,159922,158952,158484,159963,162625,165983,166595,167324,165884,163243,159738
Finland,Females,25,25-29,From 25 to 29 years,148858,149360,151954,155834,160146,161559,161766,161773,163128,165701,167612,168353,167897,166069,165567,165545,166960,169295,172102
Finland,Females,30,30-34,From 30 to 34 years,175244,170051,164393,157511,150718,149749,150595,153383,157648,162543,164398,165057,165536,167305,170172,172264,173017,172559,170593
Finland,Females,35,35-39,From 35 to 39 years,186739,185731,184707,183281,180493,175525,170779,165214,158757,152352,151847,152802,155863,160340,165351,167323,168005,168331,169737
Finland,Females,40,40-44,From 40 to 44 years,190213,188289,186371,185579,186972,186798,185979,185085,183950,181293,176611,172117,166939,160821,154636,154103,155047,157901,161943
Finland,Females,45,45-49,From 45 to 49 years,199863,197682,197444,194872,192029,189539,187897,186172,185566,187140,187231,186481,185618,184591,182119,177605,173099,167853,161558
Finland,Females,50,50-54,From 50 to 54 years,209647,212168,208487,205281,200742,198117,196158,196010,193691,191006,188726,187229,185742,185308,187002,187142,186362,185371,183869
Finland,Females,55,55-59,From 55 to 59 years,143681,156055,163585,182429,195852,206535,209062,205649,202570,198198,195763,193971,193930,191717,189252,187031,185658,184207,183582
Finland,Females,60,60-64,From 60 to 64 years,135115,133799,142181,138739,139345,140349,152460,159818,178363,191508,202029,204664,201272,198366,194226,191909,190243,190327,188012
Finland,Females,65,65-69,From 65 to 69 years,123488,121746,121296,122430,126475,130362,129230,137477,134084,134775,135741,147454,154642,172561,185301,195527,198011,194747,191919
Finland,Females,70,70-74,From 70 to 74 years,121845,122413,122077,121458,118365,116186,114778,114577,115945,119916,123793,122711,130644,127231,127939,128836,140045,146901,164019
Finland,Females,75,75-79,From 75 to 79 years,104364,105027,105469,105957,106473,108389,109611,109787,109629,107138,105478,104459,104590,105940,109574,113191,112220,119720,116605
Finland,Females,80,80-84,From 80 to 84 years,66183,69272,72475,74808,77889,82359,83845,84986,86246,87427,89487,90688,91239,91302,89561,88410,87847,88021,89455
Finland,Females,85,85,85 years or over,58507,59570,60618,61553,62794,62986,66933,70708,73822,77509,80604,84019,86851,89390,92526,95382,98325,99916,101635
Finland,Males,1,1-4,From 1 to 4 years,151759,148851,146445,144988,144920,145288,145596,147143,148927,150804,152197,154243,154881,155281,154901,153486,150579,147041,142459
Finland,Males,5,5-9,From 5 to 9 years,167831,166231,164106,160159,156323,152711,149894,147656,146463,146717,147367,147824,149722,151706,153815,155317,157405,157910,158343
Finland,Males,10,10-14,From 10 to 14 years,161552,162947,164959,168163,168457,168881,167327,165156,161289,157654,154256,151578,149569,148569,148863,149597,150064,152119,154230
Finland,Males,15,15-19,From 15 to 19 years,169996,169617,168400,165139,163377,162574,164118,166143,169455,169961,170583,169224,167231,163421,159903,156492,154051,153194,152215
Finland,Males,20,20-24,From 20 to 24 years,167606,167084,166249,167305,169099,170494,170710,169860,167344,166488,165988,167817,170256,173775,174276,174762,173332,171797,168014
Finland,Males,25,25-29,From 25 to 29 years,155590,156842,160236,163651,167827,169294,169408,169194,171554,174715,177022,177710,177541,175226,174367,174020,175568,178544,182223
Finland,Males,30,30-34,From 30 to 34 years,182321,176839,170678,164134,157884,156605,158395,162205,166303,171532,173572,174220,174711,177454,180608,183123,183915,184004,181676
Finland,Males,35,35-39,From 35 to 39 years,194200,192915,191831,190176,186935,181791,176975,171224,165325,159578,158921,161115,165054,169502,174775,177106,177811,178273,180761
Finland,Males,40,40-44,From 40 to 44 years,196273,193976,191720,191029,192739,192668,191803,190918,189649,186832,182143,177566,172221,166649,161204,160576,162832,166845,170871
Finland,Males,45,45-49,From 45 to 49 years,204582,201745,201113,198164,195024,193185,191198,189147,188798,190839,191110,190596,189973,188707,186147,181712,177270,171965,166331
Finland,Males,50,50-54,From 50 to 54 years,213919,215979,212453,208985,203830,199376,196815,196272,193476,190665,189311,187628,185871,185863,187930,188443,188139,187364,185887
Finland,Males,55,55-59,From 55 to 59 years,140513,154028,162079,181388,194731,205792,207826,204428,201192,196318,192402,190137,189879,187478,184987,183866,182452,181217,181216
Finland,Males,60,60-64,From 60 to 64 years,124103,123117,131892,129277,130548,132760,145517,153214,171507,184247,194857,197048,193951,191222,186942,183321,181417,181384,179220
Finland,Males,65,65-69,From 65 to 69 years,103675,103778,103927,105749,110107,113827,113204,121620,119141,120498,122578,134543,142014,158967,170935,181087,183252,180472,178082
Finland,Males,70,70-74,From 70 to 74 years,86775,88852,90397,91018,90050,90150,90986,91351,93470,97658,101250,100784,108607,106568,107976,110037,121120,128014,143498
Finland,Males,75,75-79,From 75 to 79 years,55966,58256,60886,63520,66306,68708,70909,72900,73962,73731,74193,75178,75920,78139,81987,85233,84974,92022,90458
Finland,Males,80,80-84,From 80 to 84 years,27816,29459,31184,32679,34871,37884,40013,42275,44462,47128,49230,51064,52881,53901,54199,55027,56388,57201,59117
Finland,Males,85,85,85 years or over,18549,18825,19042,19392,19865,20089,21656,23036,24470,26288,28087,30141,32252,34194,36549,38658,40921,42961,44530
Finland,Total,1,1-4,From 1 to 4 years,297522,291275,286792,283195,283137,283693,284949,288127,291628,295002,298114,301621,302977,304083,303006,300136,294378,287537,278510
Finland,Total,5,5-9,From 5 to 9 years,329375,326424,321777,314463,306715,299434,293416,289219,286249,286818,287786,289347,293116,296980,300873,304173,307718,308897,310064
Finland,Total,10,10-14,From 10 to 14 years,316104,318634,323018,329351,330245,331433,328539,323835,316713,309342,302423,296709,292889,290329,291142,292299,293927,297744,301850
Finland,Total,15,15-19,From 15 to 19 years,332206,331778,329220,323130,319754,318105,320942,325347,331920,333177,334636,332084,327766,320713,313546,306582,301171,298664,296055
Finland,Total,20,20-24,From 20 to 24 years,328066,327230,325599,327262,330871,333364,333936,332004,327266,325440,324472,327780,332881,339758,340871,342086,339216,335040,327752
Finland,Total,25,25-29,From 25 to 29 years,304448,306202,312190,319485,327973,330853,331174,330967,334682,340416,344634,346063,345438,341295,339934,339565,342528,347839,354325
Finland,Total,30,30-34,From 30 to 34 years,357565,346890,335071,321645,308602,306354,308990,315588,323951,334075,337970,339277,340247,344759,350780,355387,356932,356563,352269
Finland,Total,35,35-39,From 35 to 39 years,380939,378646,376538,373457,367428,357316,347754,336438,324082,311930,310768,313917,320917,329842,340126,344429,345816,346604,350498
Finland,Total,40,40-44,From 40 to 44 years,386486,382265,378091,376608,379711,379466,377782,376003,373599,368125,358754,349683,339160,327470,315840,314679,317879,324746,332814
Finland,Total,45,45-49,From 45 to 49 years,404445,399427,398557,393036,387053,382724,379095,375319,374364,377979,378341,377077,375591,373298,368266,359317,350369,339818,327889
Finland,Total,50,50-54,From 50 to 54 years,423566,428147,420940,414266,404572,397493,392973,392282,387167,381671,378037,374857,371613,371171,374932,375585,374501,372735,369756
Finland,Total,55,55-59,From 55 to 59 years,284194,310083,325664,363817,390583,412327,416888,410077,403762,394516,388165,384108,383809,379195,374239,370897,368110,365424,364798
Finland,Total,60,60-64,From 60 to 64 years,259218,256916,274073,268016,269893,273109,297977,313032,349870,375755,396886,401712,395223,389588,381168,375230,371660,371711,367232
Finland,Total,65,65-69,From 65 to 69 years,227163,225524,225223,228179,236582,244189,242434,259097,253225,255273,258319,281997,296656,331528,356236,376614,381263,375219,370001
Finland,Total,70,70-74,From 70 to 74 years,208620,211265,212474,212476,208415,206336,205764,205928,209415,217574,225043,223495,239251,233799,235915,238873,261165,274915,307517
Finland,Total,75,75-79,From 75 to 79 years,160330,163283,166355,169477,172779,177097,180520,182687,183591,180869,179671,179637,180510,184079,191561,198424,197194,211742,207063
Finland,Total,80,80-84,From 80 to 84 years,93999,98731,103659,107487,112760,120243,123858,127261,130708,134555,138717,141752,144120,145203,143760,143437,144235,145222,148572
Finland,Total,85,85,85 years or over,77056,78395,79660,80945,82659,83075,88589,93744,98292,103797,108691,114160,119103,123584,129075,134040,139246,142877,146165
France,Females,1,1-4,From 1 to 4 years,1829403,1857263,1879607,1899982,1910856,1918916,1912754,1922140,1933079,1947187,1959411,1967762,1966973,1962403,1967491,1955373,1924356,1893234,1860172
France,Females,5,5-9,From 5 to 9 years,1854958,1843159,1839015,1836678,1858809,1882749,1913754,1937123,1956642,1967368,1974755,1967948,1980315,1992046,2027287,2039409,2050457,2040523,2030537
France,Females,10,10-14,From 10 to 14 years,1962235,1970120,1966669,1959583,1933417,1909483,1897248,1893242,1886387,1907037,1929151,1957343,1978268,1998827,2026103,2040582,2030624,2035184,2037936
France,Females,15,15-19,From 15 to 19 years,1998040,1986622,1986375,1989204,2016779,2039165,2045626,2028847,2016912,1987071,1961887,1944058,1917063,1910113,1942125,1962182,1988916,2003887,2016754
France,Females,20,20-24,From 20 to 24 years,1893412,1925892,1968452,1998550,2010860,2021466,2017830,2009919,1995836,2007411,2006486,1995566,1979738,1961692,1932184,1899097,1872340,1858576,1843798
France,Females,25,25-29,From 25 to 29 years,2158344,2109623,2042101,1985525,1937488,1925182,1961956,2002976,2029446,2034877,2036475,2020389,2008658,1992771,2014980,2014989,2006645,1985244,1962371
France,Females,30,30-34,From 30 to 34 years,2213021,2206391,2211292,2229763,2238400,2220923,2175378,2112364,2055652,2003834,1987898,2020652,2063471,2093198,2110258,2117245,2097544,2089232,2076890
France,Females,35,35-39,From 35 to 39 years,2268573,2280543,2290154,2290542,2276494,2261118,2254636,2260857,2282154,2290123,2270879,2223126,2158503,2101969,2063651,2053744,2089350,2130547,2161075
France,Females,40,40-44,From 40 to 44 years,2213310,2226508,2240229,2249257,2274883,2294852,2306528,2318173,2314722,2299239,2278546,2274100,2280299,2301125,2314128,2296245,2249560,2186673,2129544
France,Females,45,45-49,From 45 to 49 years,2180713,2176941,2189671,2195492,2206643,2220902,2233593,2245921,2253347,2274333,2292827,2302857,2310487,2307248,2300981,2284457,2277202,2281727,2300588
France,Females,50,50-54,From 50 to 54 years,2028519,2161426,2181275,2189114,2184261,2183502,2177990,2186763,2188294,2196333,2203909,2212055,2225148,2233036,2261441,2277678,2287999,2297008,2295026
France,Females,55,55-59,From 55 to 59 years,1420115,1463550,1618301,1767001,1902444,2032322,2164099,2177522,2181826,2170599,2161838,2149654,2158303,2158580,2173225,2185587,2198071,2208327,2216528
France,Females,60,60-64,From 60 to 64 years,1442284,1419228,1382225,1377444,1392289,1413363,1455494,1604715,1748994,1875597,1996257,2119617,2132296,2138298,2130910,2126690,2117247,2126756,2129265
France,Females,65,65-69,From 65 to 69 years,1505704,1484344,1468432,1445282,1434220,1420870,1397465,1354175,1347522,1357191,1371760,1408822,1556843,1696557,1826914,1947794,2070681,2083840,2085814
France,Females,70,70-74,From 70 to 74 years,1413071,1428614,1439101,1453289,1449318,1453405,1435051,1414604,1385182,1372042,1355451,1330031,1291727,1284652,1296502,1316493,1355130,1497353,1633041
France,Females,75,75-79,From 75 to 79 years,1284061,1282326,1282493,1287936,1297200,1307942,1327720,1335722,1344165,1337809,1337151,1316464,1301467,1279647,1272509,1256716,1237745,1203640,1198826
France,Females,80,80-84,From 80 to 84 years,569099,680623,806904,915171,1007274,1087115,1093057,1095261,1100617,1108465,1112721,1127432,1133774,1147477,1149009,1154392,1140178,1130538,1113626
France,Females,85,85,85 years or over,926507,897816,853628,817675,788918,793733,868356,941508,1006186,1065731,1119690,1177943,1228267,1268046,1311153,1355222,1396960,1432859,1463809
France,Males,1,1-4,From 1 to 4 years,1922974,1954367,1975337,1993639,2003057,2010848,2000905,2012796,2021219,2037103,2047495,2060189,2053791,2054860,2058846,2038845,2006901,1976027,1936941
France,Males,5,5-9,From 5 to 9 years,1946682,1934056,1931705,1931920,1955935,1982348,2014334,2037445,2055444,2062934,2069103,2060719,2074406,2087105,2121376,2136046,2145596,2132206,2123674
France,Males,10,10-14,From 10 to 14 years,2052129,2064879,2063859,2058389,2029376,2003556,1985023,1983673,1982822,2004795,2027561,2055400,2076601,2098064,2125582,2135786,2125501,2127934,2130503
France,Males,15,15-19,From 15 to 19 years,2073164,2053794,2050527,2054260,2089909,2116321,2129050,2120641,2107684,2075172,2052547,2036045,2008485,2001402,2034528,2059546,2088518,2107065,2119860
France,Males,20,20-24,From 20 to 24 years,1918897,1943748,1979340,2000507,2005783,2018188,2029882,2021964,2010667,2026377,2027259,2021818,2007534,1995712,1970913,1938406,1913344,1898318,1883039
France,Males,25,25-29,From 25 to 29 years,2150263,2098018,2027471,1969445,1918838,1900032,1931070,1967338,1985248,1986104,1983490,1963953,1955153,1939031,1954490,1953598,1945012,1930929,1914484
France,Males,30,30-34,From 30 to 34 years,2185655,2181770,2188482,2208039,2215558,2194565,2142393,2081822,2023585,1968878,1945923,1972885,2005103,2025281,2032809,2029025,2003489,1987244,1970856
France,Males,35,35-39,From 35 to 39 years,2221765,2234211,2244211,2245478,2233795,2218494,2213440,2223240,2246110,2256370,2241280,2195449,2126921,2067773,2023666,1999995,2021348,2052397,2067450
France,Males,40,40-44,From 40 to 44 years,2152205,2163476,2176412,2183440,2208125,2228291,2238252,2251761,2256536,2244942,2230364,2228476,2238928,2265871,2282011,2261879,2209165,2138151,2078853
France,Males,45,45-49,From 45 to 49 years,2140542,2120499,2120340,2117774,2121679,2129490,2143630,2161860,2170604,2194945,2214662,2227954,2241149,2240977,2234814,2224093,2219575,2228112,2248969
France,Males,50,50-54,From 50 to 54 years,2020120,2141643,2148673,2140840,2117520,2103632,2080863,2082460,2080448,2085802,2095626,2112395,2125569,2138928,2169871,2188570,2201038,2210932,2211576
France,Males,55,55-59,From 55 to 59 years,1395303,1436454,1584644,1724722,1852370,1971292,2088210,2092729,2084513,2060264,2043933,2022454,2024680,2026150,2039560,2047593,2061513,2074883,2085322
France,Males,60,60-64,From 60 to 64 years,1327585,1314485,1286703,1289951,1310263,1334043,1374339,1517158,1650419,1770453,1879969,1989310,1991104,1983485,1967351,1957236,1940325,1943029,1942389
